"input","posture","accepted","scheme_ok","username_ok","password_ok","host_ok","port_ok","path_ok","query_ok","fragment_ok","full_parity","rurl_scheme","exp_scheme","rurl_username","exp_username","rurl_password","exp_password","rurl_host","exp_host","rurl_port","exp_port","rurl_path","exp_path","rurl_query","exp_query","rurl_fragment","exp_fragment","rurl_status"
"https://www.example.com/path{path.html?query'=query#fragment<fragment","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","www.example.com","www.example.com","","","/path%7B%7Fpath.html","/path%7B%7Fpath.html","query%27%7F=query","query%27%7F=query","fragment%3C%7Ffragment","fragment%3C%7Ffragment","ok"
"foo:// !""$%&'()*+,-.;<=>@[\]^_`{|}~@host/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","","","","host","","","","/","","","","","error"
"wss:// !""$%&'()*+,-.;<=>@[]^_`{|}~@host/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","","","","host","","","","/","","","","","error"
"foo://joe: !""$%&'()*+,-.:;<=>@[\]^_`{|}~@host/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","joe","","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","","host","","","","/","","","","","error"
"wss://joe: !""$%&'()*+,-.:;<=>@[]^_`{|}~@host/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","joe","","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","","host","","","","/","","","","","error"
"foo://!""$%&'()*+,-.;=_`{}~/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","!""$%&'()*+,-.;=_`{}~","","","","/","","","","","error"
"wss://!""$&'()*+,-.;=_`{}~/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","!""$&'()*+,-.;=_`{}~","","","","/","","","","","error"
"foo://host/ !""$%&'()*+,-./:;<=>@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/%20!%22$%&'()*+,-./:;%3C=%3E@[\]%5E_%60%7B|%7D~","","","","","error"
"wss://host/ !""$%&'()*+,-./:;<=>@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","host","","","","/%20!%22$%&'()*+,-./:;%3C=%3E@[/]%5E_%60%7B|%7D~","","","","","error"
"foo://host/dir/? !""$%&'()*+,-./:;<=>?@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/dir/","","%20!%22$%&'()*+,-./:;%3C=%3E?@[\]^_`{|}~","","","error"
"wss://host/dir/? !""$%&'()*+,-./:;<=>?@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","host","","","","/dir/","","%20!%22$%&%27()*+,-./:;%3C=%3E?@[\]^_`{|}~","","","error"
"foo://host/dir/# !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/dir/","","","","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","error"
"wss://host/dir/# !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wss","","","","","","host","","","","/dir/","","","","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","error"
"http://foo.09..","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.09..","foo.09..","","","/","/","","","","","warning-invalid-tld"
"https://x/￿y","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/%EF%BF%BFy","/%EF%BF%BFy","","","","","warning-no-tld"
"https://x/?￿y","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/","/","%EF%BF%BFy","%EF%BF%BFy","","","warning-no-tld"
"https://x/?#￿y","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/","/","","","%EF%BF%BFy","%EF%BF%BFy","warning-no-tld"
"non-special:￿y","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","%EF%BF%BFy","","","","","error"
"non-special:x/￿y","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","x/%EF%BF%BFy","","","","","error"
"non-special:x/?￿y","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","x/","","%EF%BF%BFy","","","error"
"non-special:x/?#￿y","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","x/","","","","%EF%BF%BFy","error"
"https://example.com/""quoted""","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","example.com","example.com","","","/%22quoted%22","/%22quoted%22","","","","","ok"
"https://a%C2%ADb/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","ab","ab","","","/","/","","","","","warning-no-tld"
"https://xn--/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--","xn--","","","/","/","","","","","warning-no-tld"
"data://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"data:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","/test","","","","","error"
"data://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","test","","","","/b","","","","","error"
"javascript://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"javascript:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","","","","","/test","","","","","error"
"javascript://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","test","","","","/b","","","","","error"
"mailto://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"mailto:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","","","","","/test","","","","","error"
"mailto://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","test","","","","/b","","","","","error"
"intent://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","intent","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"intent:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","intent","","","","","","","","","","/test","","","","","error"
"intent://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","intent","","","","","","test","","","","/b","","","","","error"
"urn://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","urn","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"urn:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","urn","","","","","","","","","","/test","","","","","error"
"urn://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","urn","","","","","","test","","","","/b","","","","","error"
"turn://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","turn","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"turn:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","turn","","","","","","","","","","/test","","","","","error"
"turn://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","turn","","","","","","test","","","","/b","","","","","error"
"stun://example.com:8080/pathname?search#hash","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","stun","","","","","","example.com","","8080","","/pathname","","search","","hash","error"
"stun:///test","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","stun","","","","","","","","","","/test","","","","","error"
"stun://test/a/../b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","stun","","","","","","test","","","","/b","","","","","error"
"w://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","w","","","","","","x","","0","","","","","","","error"
"west://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","west","","","","","","x","","0","","","","","","","error"
"android://x:0/a","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","android","","","","","","x","","0","","/a","","","","","error"
"drivefs://x:0/a","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","drivefs","","","","","","x","","0","","/a","","","","","error"
"chromeos-steam://x:0/a","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chromeos-steam","","","","","","x","","0","","/a","","","","","error"
"steam://x:0/a","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","steam","","","","","","x","","0","","/a","","","","","error"
"materialized-view://x:0/a","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","materialized-view","","","","","","x","","0","","/a","","","","","error"
"android-app://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","android-app","","","","","","x","","0","","","","","","","error"
"chrome-distiller://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chrome-distiller","","","","","","x","","0","","","","","","","error"
"chrome-extension://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chrome-extension","","","","","","x","","0","","","","","","","error"
"chrome-native://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chrome-native","","","","","","x","","0","","","","","","","error"
"chrome-resource://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chrome-resource","","","","","","x","","0","","","","","","","error"
"chrome-search://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","chrome-search","","","","","","x","","0","","","","","","","error"
"fuchsia-dir://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","fuchsia-dir","","","","","","x","","0","","","","","","","error"
"isolated-app://x:0","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","isolated-app","","","","","","x","","0","","","","","","","error"
"non-special:\\opaque","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","\\opaque","","","","","error"
"non-special:\\opaque/path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","\\opaque/path","","","","","error"
"non-special:\\opaque\path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","\\opaque\path","","","","","error"
"non-special:\/opaque","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","\/opaque","","","","","error"
"non-special:/\path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","/\path","","","","","error"
"non-special://host/a\b","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","host","","","","/a\b","","","","","error"
"data:text/plain,test#<foo> <bar>","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","text/plain,test","","","","%3Cfoo%3E%20%3Cbar%3E","error"
"about:blank#<foo> <bar>","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","about","","","","","","","","","","blank","","","","%3Cfoo%3E%20%3Cbar%3E","error"
