"input","posture","accepted","scheme_ok","username_ok","password_ok","host_ok","port_ok","path_ok","query_ok","fragment_ok","full_parity","rurl_scheme","exp_scheme","rurl_username","exp_username","rurl_password","exp_password","rurl_host","exp_host","rurl_port","exp_port","rurl_path","exp_path","rurl_query","exp_query","rurl_fragment","exp_fragment","rurl_status"
"http://example.org/test?⌣","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%E2%8C%A3","%E2%8C%A3","","","ok"
"http://example.org/test?%23%23","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%23%23","%23%23","","","ok"
"http://example.org/test?%GH","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%GH","%GH","","","ok"
"http://example.org/test?a#%EF","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","a","a","%EF","%EF","ok"
"http://example.org/test?a#%GH","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","a","a","%GH","%GH","ok"
"file://a­b/p","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","ab","ab","","","/p","/p","","","","","ok"
"file://a%C2%ADb/p","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","ab","ab","","","/p","/p","","","","","ok"
"file://loC𝐀𝐋𝐇𝐨𝐬𝐭/usr/bin","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/usr/bin","/usr/bin","","","","","ok"
"file://xn--/p","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","xn--","xn--","","","/p","/p","","","","","ok"
"non-special:cannot-be-a-base-url-!""$%&'()*+,-.;<=>@[\]^_`{|}~@/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","cannot-be-a-base-url-!""$%&'()*+,-.;<=>@[\]^_`{|}~@/","cannot-be-a-base-url-!""$%&'()*+,-.;<=>@[\]^_`{|}~@/","","","","","ok"
"https://www.example.com/path{path.html?query'=query#fragment<fragment","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","www.example.com","www.example.com","","","/path%7B%7Fpath.html","/path%7B%7Fpath.html","query%27%7F=query","query%27%7F=query","fragment%3C%7Ffragment","fragment%3C%7Ffragment","ok"
"foo:// !""$%&'()*+,-.;<=>@[\]^_`{|}~@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","","","host","host","","","/","/","","","","","ok"
"wss:// !""$%&'()*+,-.;<=>@[]^_`{|}~@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","%20!%22$%&'()*+,-.%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","","","host","host","","","/","/","","","","","warning-no-tld"
"foo://joe: !""$%&'()*+,-.:;<=>@[\]^_`{|}~@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","joe","joe","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5C%5D%5E_%60%7B%7C%7D~","host","host","","","/","/","","","","","ok"
"wss://joe: !""$%&'()*+,-.:;<=>@[]^_`{|}~@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","joe","joe","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","%20!%22$%&'()*+,-.%3A%3B%3C%3D%3E%40%5B%5D%5E_%60%7B%7C%7D~","host","host","","","/","/","","","","","warning-no-tld"
"foo://!""$%&'()*+,-.;=_`{}~/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","!""$%&'()*+,-.;=_`{}~","!""$%&'()*+,-.;=_`{}~","","","/","/","","","","","ok"
"wss://!""$&'()*+,-.;=_`{}~/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","","","","","!""$&'()*+,-.;=_`{}~","!""$&'()*+,-.;=_`{}~","","","/","/","","","","","warning-invalid-tld"
"foo://host/ !""$%&'()*+,-./:;<=>@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/%20!%22$%&'()*+,-./:;%3C=%3E@[\]%5E_%60%7B|%7D~","/%20!%22$%&'()*+,-./:;%3C=%3E@[\]%5E_%60%7B|%7D~","","","","","ok"
"wss://host/ !""$%&'()*+,-./:;<=>@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","","","","","host","host","","","/%20!%22$%&'()*+,-./:;%3C=%3E@[/]%5E_%60%7B|%7D~","/%20!%22$%&'()*+,-./:;%3C=%3E@[/]%5E_%60%7B|%7D~","","","","","warning-no-tld"
"foo://host/dir/? !""$%&'()*+,-./:;<=>?@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/dir/","/dir/","%20!%22$%&'()*+,-./:;%3C=%3E?@[\]^_`{|}~","%20!%22$%&'()*+,-./:;%3C=%3E?@[\]^_`{|}~","","","ok"
"wss://host/dir/? !""$%&'()*+,-./:;<=>?@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","","","","","host","host","","","/dir/","/dir/","%20!%22$%&%27()*+,-./:;%3C=%3E?@[\]^_`{|}~","%20!%22$%&%27()*+,-./:;%3C=%3E?@[\]^_`{|}~","","","warning-no-tld"
"foo://host/dir/# !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/dir/","/dir/","","","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","ok"
"wss://host/dir/# !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wss","wss","","","","","host","host","","","/dir/","/dir/","","","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","%20!%22#$%&'()*+,-./:;%3C=%3E?@[\]^_%60{|}~","warning-no-tld"
"http://foo.09..","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.09..","foo.09..","","","/","/","","","","","warning-invalid-tld"
"https://x/￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/%EF%BF%BFy","/%EF%BF%BFy","","","","","warning-no-tld"
"https://x/?￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/","/","%EF%BF%BFy","%EF%BF%BFy","","","warning-no-tld"
"https://x/?#￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","x","x","","","/","/","","","%EF%BF%BFy","%EF%BF%BFy","warning-no-tld"
"non-special:￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","%EF%BF%BFy","%EF%BF%BFy","","","","","ok"
"non-special:x/￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","x/%EF%BF%BFy","x/%EF%BF%BFy","","","","","ok"
"non-special:x/?￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","x/","x/","%EF%BF%BFy","%EF%BF%BFy","","","ok"
"non-special:x/?#￿y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","x/","x/","","","%EF%BF%BFy","%EF%BF%BFy","ok"
"https://example.com/""quoted""","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","example.com","example.com","","","/%22quoted%22","/%22quoted%22","","","","","ok"
"https://a%C2%ADb/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","ab","ab","","","/","/","","","","","warning-no-tld"
"https://xn--/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--","xn--","","","/","/","","","","","warning-no-tld"
"data://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"data","data","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"data:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"data","data","","","","","","","","","/test","/test","","","","","ok"
"data://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"data","data","","","","","test","test","","","/b","/b","","","","","ok"
"javascript://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"javascript","javascript","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"javascript:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"javascript","javascript","","","","","","","","","/test","/test","","","","","ok"
"javascript://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"javascript","javascript","","","","","test","test","","","/b","/b","","","","","ok"
"mailto://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"mailto","mailto","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"mailto:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"mailto","mailto","","","","","","","","","/test","/test","","","","","ok"
"mailto://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"mailto","mailto","","","","","test","test","","","/b","/b","","","","","ok"
"intent://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"intent","intent","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"intent:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"intent","intent","","","","","","","","","/test","/test","","","","","ok"
"intent://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"intent","intent","","","","","test","test","","","/b","/b","","","","","ok"
"urn://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"urn","urn","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"urn:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"urn","urn","","","","","","","","","/test","/test","","","","","ok"
"urn://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"urn","urn","","","","","test","test","","","/b","/b","","","","","ok"
"turn://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"turn","turn","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"turn:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"turn","turn","","","","","","","","","/test","/test","","","","","ok"
"turn://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"turn","turn","","","","","test","test","","","/b","/b","","","","","ok"
"stun://example.com:8080/pathname?search#hash","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"stun","stun","","","","","example.com","example.com","8080","8080","/pathname","/pathname","search","search","hash","hash","ok"
"stun:///test","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"stun","stun","","","","","","","","","/test","/test","","","","","ok"
"stun://test/a/../b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"stun","stun","","","","","test","test","","","/b","/b","","","","","ok"
"w://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"w","w","","","","","x","x","0","0","","","","","","","ok"
"west://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"west","west","","","","","x","x","0","0","","","","","","","ok"
"android://x:0/a","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"android","android","","","","","x","x","0","0","/a","/a","","","","","ok"
"drivefs://x:0/a","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"drivefs","drivefs","","","","","x","x","0","0","/a","/a","","","","","ok"
"chromeos-steam://x:0/a","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chromeos-steam","chromeos-steam","","","","","x","x","0","0","/a","/a","","","","","ok"
"steam://x:0/a","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"steam","steam","","","","","x","x","0","0","/a","/a","","","","","ok"
"materialized-view://x:0/a","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"materialized-view","materialized-view","","","","","x","x","0","0","/a","/a","","","","","ok"
"android-app://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"android-app","android-app","","","","","x","x","0","0","","","","","","","ok"
"chrome-distiller://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chrome-distiller","chrome-distiller","","","","","x","x","0","0","","","","","","","ok"
"chrome-extension://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chrome-extension","chrome-extension","","","","","x","x","0","0","","","","","","","ok"
"chrome-native://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chrome-native","chrome-native","","","","","x","x","0","0","","","","","","","ok"
"chrome-resource://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chrome-resource","chrome-resource","","","","","x","x","0","0","","","","","","","ok"
"chrome-search://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chrome-search","chrome-search","","","","","x","x","0","0","","","","","","","ok"
"fuchsia-dir://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"fuchsia-dir","fuchsia-dir","","","","","x","x","0","0","","","","","","","ok"
"isolated-app://x:0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"isolated-app","isolated-app","","","","","x","x","0","0","","","","","","","ok"
"non-special:\\opaque","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","\\opaque","\\opaque","","","","","ok"
"non-special:\\opaque/path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","\\opaque/path","\\opaque/path","","","","","ok"
"non-special:\\opaque\path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","\\opaque\path","\\opaque\path","","","","","ok"
"non-special:\/opaque","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","\/opaque","\/opaque","","","","","ok"
"non-special:/\path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","","","","","/\path","/\path","","","","","ok"
"non-special://host/a\b","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","host","host","","","/a\b","/a\b","","","","","ok"
"data:text/plain,test#<foo> <bar>","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"data","data","","","","","","","","","text/plain,test","text/plain,test","","","%3Cfoo%3E%20%3Cbar%3E","%3Cfoo%3E%20%3Cbar%3E","ok"
"about:blank#<foo> <bar>","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"about","about","","","","","","","","","blank","blank","","","%3Cfoo%3E%20%3Cbar%3E","%3Cfoo%3E%20%3Cbar%3E","ok"
