"input","axis","divergent_components","rurl(rfc3986)","rurl(whatwg)","curl","adaR","urltools"
"http://aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com","ext-ada-verifydnslength","","http|aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com||/","http|aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com||/","http|aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com||/","http|aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com||/","http|aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com||/"
"http://google.com:80\@yahoo.com","ext-youarealiar","host,path","http|yahoo.com||/","http|google.com||/@yahoo.com","http|yahoo.com||/","http|google.com||/@yahoo.com","http|yahoo.com||/"
"https://user:pass@xdavidhu.me	est.corp.google.com","ext-youarealiar","scheme,host,port,path","<error>","https|xdavidhu.meest.corp.google.com||/","<error>","https|xdavidhu.meest.corp.google.com||/","https|xdavidhu.me	est.corp.google.com||/"
"http://127.0.0.
1:6379?SET
test
failure12:80","ext-youarealiar","scheme,host,port,path","<error>","http|127.0.0.1|6379|/","<error>","http|127.0.0.1|6379|/","http|127.0.0.
1|6379|/"
"https:/\/\/\github.com/foo/bar","ext-youarealiar","scheme,host,port,path","<error>","https|github.com||/foo/bar","<error>","https|github.com||/foo/bar","|https||/\/\/\github.com/foo/bar"
"http://ヒ:キ@ヒ.abc.ニ/ヒ","ext-youarealiar","","http|ヒ.abc.ニ||/ヒ [warning-invalid-tld]","http|ヒ.abc.ニ||/ヒ [warning-invalid-tld]","http|ヒ.abc.ニ||/ヒ","http|ヒ.abc.ニ||/%E3%83%92","http|ヒ.abc.ニ||/ヒ"
"https:///evil.com","ext-youarealiar","host,path","https|evil.com||/","https|evil.com||/","https|evil.com||/","https|evil.com||/","https|||/evil.com"
"http://example.com:80\@localhost:8080/secret.txt","ext-youarealiar","host,port,path","http|localhost|8080|/secret.txt [warning-no-tld]","http|example.com||/@localhost:8080/secret.txt","http|localhost|8080|/secret.txt","http|example.com||/@localhost:8080/secret.txt","http|localhost|8080|/secret.txt"
"foo://///////bar.com/","ext-youarealiar","scheme,host,port,path","<error>","<error>","<error>","foo|||///////bar.com/","foo|||//////bar.com/"
"www.php.net:80/index.php?test=1","ext-youarealiar","scheme,host,port,path","<error>","<error>","<error>","www.php.net|||/80/index.php","|www.php.net|80|/index.php"
"https://n.pr\@e.gg","ext-equivocal-urls","host,path","https|e.gg||/","https|n.pr||/@e.gg","https|e.gg||/","https|n.pr||/@e.gg","https|e.gg||/"
"https://n.pr][e.gg","ext-equivocal-urls","scheme,host,port,path","<error>","<error>","<error>","<reject>","https|n.pr][e.gg||/"
"https://n.pr#@e.gg","ext-equivocal-urls","host","https|n.pr||/","https|n.pr||/","https|n.pr||/","https|n.pr||/","https|e.gg||/"
"https://n.pr%2ee.gg","ext-equivocal-urls","host","https|n.pr.e.gg||/","https|n.pr.e.gg||/","https|n.pr.e.gg||/","https|n.pr.e.gg||/","https|n.pr%2ee.gg||/"
"https://n.pr
e.gg","ext-equivocal-urls","scheme,host,port,path","<error>","https|n.pre.gg||/","<error>","https|n.pre.gg||/","https|n.pr
e.gg||/"
"https://n.prİ@e.gg","ext-equivocal-urls","","https|e.gg||/","https|e.gg||/","https|e.gg||/","https|e.gg||/","https|e.gg||/"
"https://malware.testing.google.test/testing/malware/*","ext-equivocal-urls","","https|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","https|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","https|malware.testing.google.test||/testing/malware/*","https|malware.testing.google.test||/testing/malware/*","https|malware.testing.google.test||/testing/malware/*"
"http://letsencrypt.org%2F@malware.testing.google.test/testing/malware/*","ext-equivocal-urls","","http|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","http|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","http|malware.testing.google.test||/testing/malware/*","http|malware.testing.google.test||/testing/malware/*","http|malware.testing.google.test||/testing/malware/*"
"http://letsencrypt.org%5C@malware.testing.google.test/testing/malware/*","ext-equivocal-urls","","http|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","http|malware.testing.google.test||/testing/malware/* [warning-invalid-tld]","http|malware.testing.google.test||/testing/malware/*","http|malware.testing.google.test||/testing/malware/*","http|malware.testing.google.test||/testing/malware/*"
"https://malware.testing.google.test\testing\malware\*@letsencrypt.org","ext-equivocal-urls","host,path","https|letsencrypt.org||/","https|malware.testing.google.test||/testing/malware/*@letsencrypt.org [warning-invalid-tld]","https|letsencrypt.org||/","https|malware.testing.google.test||/testing/malware/*@letsencrypt.org","https|letsencrypt.org||/"
